Browse Species,Consumed,Session,Sequence,ID,Date,Weather,Leaves,Avoid
Miracle,8,2.3,1,Anggun,9/7/22,Sunny,Fresh,2
Raintree,0,2.3,1,Anggun,9/7/22,Sunny,Fresh,2
Saga,17,2.3,1,Anggun,9/7/22,Sunny,Fresh,2
NV,0,2.3,1,Anggun,9/7/22,Sunny,Fresh,2
Angsana,0,2.3,2,Kejora,9/7/22,Sunny,Fresh,2
Belimbing,0,2.3,2,Kejora,9/7/22,Sunny,Fresh,2
Ficus,0,2.3,2,Kejora,9/7/22,Sunny,Fresh,2
Hibiscus,0,2.3,2,Kejora,9/7/22,Sunny,Fresh,2
Ketapung,0,2.3,2,Kejora,9/7/22,Sunny,Fresh,2
Miracle,9,2.3,2,Kejora,9/7/22,Sunny,Fresh,2
Raintree,0,2.3,2,Kejora,9/7/22,Sunny,Fresh,2
Saga,0,2.3,2,Kejora,9/7/22,Sunny,Fresh,2
NV,0,2.3,2,Kejora,9/7/22,Sunny,Fresh,2
Angsana,0,2.3,3,Sakti,9/7/22,Sunny,Fresh,2
Belimbing,0,2.3,3,Sakti,9/7/22,Sunny,Fresh,2
Ficus,0,2.3,3,Sakti,9/7/22,Sunny,Fresh,2
Hibiscus,0,2.3,3,Sakti,9/7/22,Sunny,Fresh,2
Ketapung,0,2.3,3,Sakti,9/7/22,Sunny,Fresh,2
Miracle,25,2.3,3,Sakti,9/7/22,Sunny,Fresh,2
Raintree,0,2.3,3,Sakti,9/7/22,Sunny,Fresh,2
Saga,25,2.3,3,Sakti,9/7/22,Sunny,Fresh,2
NV,0,2.3,3,Sakti,9/7/22,Sunny,Fresh,2
Angsana,0,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
Belimbing,0,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
Eugenia,0,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
Ficus,0,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
Hibiscus,0,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
Ketapung,25,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
Lobi,0,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
Miracle,23,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
Mulberry,0,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
Raintree,0,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
Saga,0,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
Starfruit,0,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
NV,0,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
Angsana,0,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
Belimbing,0,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
Eugenia,0,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
Ficus,2,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
Hibiscus,0,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
Ketapung,12,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
Lobi,0,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
Miracle,4,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
Mulberry,0,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
Raintree,0,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
Saga,0,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
Starfruit,0,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
NV,2,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
Angsana,0,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
Belimbing,0,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
Eugenia,21,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
Ficus,2,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
Hibiscus,0,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
Ketapung,4,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
Lobi,0,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
Miracle,1,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
Mulberry,0,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
Raintree,1,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
Saga,0,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
Starfruit,0,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
NV,3,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
Asam.Jawa,0,2.5,1,Kejora,9/9/22,Cloudy,Fresh,1
Eugenia,6,2.5,1,Kejora,9/9/22,Cloudy,Fresh,1
Ficus,0,2.5,1,Kejora,9/9/22,Cloudy,Fresh,1
Ketapung,1,2.5,1,Kejora,9/9/22,Cloudy,Fresh,1
Khaya,2,2.5,1,Kejora,9/9/22,Cloudy,Fresh,1
Miracle,11,2.5,1,Kejora,9/9/22,Cloudy,Fresh,1
Mulberry,0,2.5,1,Kejora,9/9/22,Cloudy,Fresh,1
Saga,0,2.5,1,Kejora,9/9/22,Cloudy,Fresh,1
NV,0,2.5,1,Kejora,9/9/22,Cloudy,Fresh,1
Asam.Jawa,0,2.5,2,Jeff,9/9/22,Cloudy,Fresh,1
Eugenia,0,2.5,2,Jeff,9/9/22,Cloudy,Fresh,1
Ficus,0,2.5,2,Jeff,9/9/22,Cloudy,Fresh,1
Ketapung,29,2.5,2,Jeff,9/9/22,Cloudy,Fresh,1
Khaya,0,2.5,2,Jeff,9/9/22,Cloudy,Fresh,1
Miracle,0,2.5,2,Jeff,9/9/22,Cloudy,Fresh,1
Mulberry,0,2.5,2,Jeff,9/9/22,Cloudy,Fresh,1
Saga,0,2.5,2,Jeff,9/9/22,Cloudy,Fresh,1
NV,0,2.5,2,Jeff,9/9/22,Cloudy,Fresh,1
Asam.Jawa,0,2.5,3,Wendy,9/9/22,Cloudy,Fresh,1
Eugenia,0,2.5,3,Wendy,9/9/22,Cloudy,Fresh,1
Ficus,0,2.5,3,Wendy,9/9/22,Cloudy,Fresh,1
Ketapung,12,2.5,3,Wendy,9/9/22,Cloudy,Fresh,1
Khaya,0,2.5,3,Wendy,9/9/22,Cloudy,Fresh,1
Miracle,8,2.5,3,Wendy,9/9/22,Cloudy,Fresh,1
Mulberry,0,2.5,3,Wendy,9/9/22,Cloudy,Fresh,1
Saga,0,2.5,3,Wendy,9/9/22,Cloudy,Fresh,1
NV,0,2.5,3,Wendy,9/9/22,Cloudy,Fresh,1
Asam.Jawa,0,2.6,1,Wendy,14/9/22,Sunny,Fresh,3
Eugenia,0,2.6,1,Wendy,14/9/22,Sunny,Fresh,3
Ficus,0,2.6,1,Wendy,14/9/22,Sunny,Fresh,3
Hibiscus,0,2.6,1,Wendy,14/9/22,Sunny,Fresh,3
Ketapung,16,2.6,1,Wendy,14/9/22,Sunny,Fresh,3
Malayan.Cherry,0,2.6,1,Wendy,14/9/22,Sunny,Fresh,3
Miracle,5,2.6,1,Wendy,14/9/22,Sunny,Fresh,3
Mulberry,0,2.6,1,Wendy,14/9/22,Sunny,Fresh,3
Raintree,0,2.6,1,Wendy,14/9/22,Sunny,Fresh,3
Saga,0,2.6,1,Wendy,14/9/22,Sunny,Fresh,3
Starfruit,0,2.6,1,Wendy,14/9/22,Sunny,Fresh,3
NV,0,2.6,1,Wendy,14/9/22,Sunny,Fresh,3
Asam.Jawa,1,2.6,2,Anggun,14/9/22,Sunny,Fresh,3
Eugenia,5,2.6,2,Anggun,14/9/22,Sunny,Fresh,3
Ficus,6,2.6,2,Anggun,14/9/22,Sunny,Fresh,3
Hibiscus,0,2.6,2,Anggun,14/9/22,Sunny,Fresh,3
Ketapung,0,2.6,2,Anggun,14/9/22,Sunny,Fresh,3
Malayan.Cherry,0,2.6,2,Anggun,14/9/22,Sunny,Fresh,3
Miracle,0,2.6,2,Anggun,14/9/22,Sunny,Fresh,3
Mulberry,5,2.6,2,Anggun,14/9/22,Sunny,Fresh,3
Raintree,0,2.6,2,Anggun,14/9/22,Sunny,Fresh,3
Saga,5,2.6,2,Anggun,14/9/22,Sunny,Fresh,3
Starfruit,0,2.6,2,Anggun,14/9/22,Sunny,Fresh,3
NV,2,2.6,2,Anggun,14/9/22,Sunny,Fresh,3
Asam.Jawa,0,2.6,3,Jeff,14/9/22,Sunny,Fresh,3
Eugenia,0,2.6,3,Jeff,14/9/22,Sunny,Fresh,3
Ficus,0,2.6,3,Jeff,14/9/22,Sunny,Fresh,3
Hibiscus,0,2.6,3,Jeff,14/9/22,Sunny,Fresh,3
Ketapung,6,2.6,3,Jeff,14/9/22,Sunny,Fresh,3
Malayan.Cherry,0,2.6,3,Jeff,14/9/22,Sunny,Fresh,3
Miracle,0,2.6,3,Jeff,14/9/22,Sunny,Fresh,3
Mulberry,4,2.6,3,Jeff,14/9/22,Sunny,Fresh,3
Raintree,0,2.6,3,Jeff,14/9/22,Sunny,Fresh,3
Saga,0,2.6,3,Jeff,14/9/22,Sunny,Fresh,3
Starfruit,0,2.6,3,Jeff,14/9/22,Sunny,Fresh,3
NV,0,2.6,3,Jeff,14/9/22,Sunny,Fresh,3
Ficus,0,2.7,1,Sakti,16/9/22,Raining,Fresh,0
Ketapung,16,2.7,1,Sakti,16/9/22,Raining,Fresh,0
Miracle,9,2.7,1,Sakti,16/9/22,Raining,Fresh,0
Mulberry,0,2.7,1,Sakti,16/9/22,Raining,Fresh,0
Saga,11,2.7,1,Sakti,16/9/22,Raining,Fresh,0
Starfruit,8,2.7,1,Sakti,16/9/22,Raining,Fresh,0
NV,0,2.7,1,Sakti,16/9/22,Raining,Fresh,0
Ficus,0,2.7,2,Malaka,16/9/22,Raining,Fresh,0
Ketapung,34,2.7,2,Malaka,16/9/22,Raining,Fresh,0
Miracle,0,2.7,2,Malaka,16/9/22,Raining,Fresh,0
Mulberry,0,2.7,2,Malaka,16/9/22,Raining,Fresh,0
Saga,0,2.7,2,Malaka,16/9/22,Raining,Fresh,0
Starfruit,0,2.7,2,Malaka,16/9/22,Raining,Fresh,0
NV,0,2.7,2,Malaka,16/9/22,Raining,Fresh,0
Ficus,0,2.7,3,Sayang,16/9/22,Raining,Fresh,0
Ketapung,19,2.7,3,Sayang,16/9/22,Raining,Fresh,0
Miracle,0,2.7,3,Sayang,16/9/22,Raining,Fresh,0
Mulberry,3,2.7,3,Sayang,16/9/22,Raining,Fresh,0
Saga,0,2.7,3,Sayang,16/9/22,Raining,Fresh,0
Starfruit,0,2.7,3,Sayang,16/9/22,Raining,Fresh,0
NV,1,2.7,3,Sayang,16/9/22,Raining,Fresh,0
Ficus,0,3.1,1,Sayang,22/9/22,Raining,Fresh,2
Hibiscus,0,3.1,1,Sayang,22/9/22,Raining,Fresh,2
Ketapung,19,3.1,1,Sayang,22/9/22,Raining,Fresh,2
Malayan.Cherry,0,3.1,1,Sayang,22/9/22,Raining,Fresh,2
Mango,0,3.1,1,Sayang,22/9/22,Raining,Fresh,2
Miracle,0,3.1,1,Sayang,22/9/22,Raining,Fresh,2
Mulberry,0,3.1,1,Sayang,22/9/22,Raining,Fresh,2
Raintree,0,3.1,1,Sayang,22/9/22,Raining,Fresh,2
Saga,0,3.1,1,Sayang,22/9/22,Raining,Fresh,2
NV,0,3.1,1,Sayang,22/9/22,Raining,Fresh,2
Ficus,0,3.1,2,Wendy,22/9/22,Raining,Fresh,2
Hibiscus,0,3.1,2,Wendy,22/9/22,Raining,Fresh,2
Ketapung,0,3.1,2,Wendy,22/9/22,Raining,Fresh,2
Malayan.Cherry,0,3.1,2,Wendy,22/9/22,Raining,Fresh,2
Mango,12,3.1,2,Wendy,22/9/22,Raining,Fresh,2
Miracle,4,3.1,2,Wendy,22/9/22,Raining,Fresh,2
Mulberry,1,3.1,2,Wendy,22/9/22,Raining,Fresh,2
Raintree,0,3.1,2,Wendy,22/9/22,Raining,Fresh,2
Saga,2,3.1,2,Wendy,22/9/22,Raining,Fresh,2
NV,0,3.1,2,Wendy,22/9/22,Raining,Fresh,2
Ficus,0,3.1,3,Kejora,22/9/22,Raining,Fresh,2
Hibiscus,0,3.1,3,Kejora,22/9/22,Raining,Fresh,2
Ketapung,5,3.1,3,Kejora,22/9/22,Raining,Fresh,2
Malayan.Cherry,0,3.1,3,Kejora,22/9/22,Raining,Fresh,2
Mango,9,3.1,3,Kejora,22/9/22,Raining,Fresh,2
Miracle,0,3.1,3,Kejora,22/9/22,Raining,Fresh,2
Mulberry,0,3.1,3,Kejora,22/9/22,Raining,Fresh,2
Raintree,0,3.1,3,Kejora,22/9/22,Raining,Fresh,2
Saga,0,3.1,3,Kejora,22/9/22,Raining,Fresh,2
NV,5,3.1,3,Kejora,22/9/22,Raining,Fresh,2
Angsana,23,3.2,1,Wendy,23/9/22,Sunny,Fresh,1
Asam.Jawa,0,3.2,1,Wendy,23/9/22,Sunny,Fresh,1
Eugenia,13,3.2,1,Wendy,23/9/22,Sunny,Fresh,1
Ficus,8,3.2,1,Wendy,23/9/22,Sunny,Fresh,1
Ketapung,0,3.2,1,Wendy,23/9/22,Sunny,Fresh,1
Miracle,16,3.2,1,Wendy,23/9/22,Sunny,Fresh,1
Mulberry,0,3.2,1,Wendy,23/9/22,Sunny,Fresh,1
Raintree,0,3.2,1,Wendy,23/9/22,Sunny,Fresh,1
Saga,0,3.2,1,Wendy,23/9/22,Sunny,Fresh,1
NV,1,3.2,1,Wendy,23/9/22,Sunny,Fresh,1
Angsana,3,3.2,2,Anggun,23/9/22,Sunny,Fresh,1
Asam.Jawa,0,3.2,2,Anggun,23/9/22,Sunny,Fresh,1
Eugenia,10,3.2,2,Anggun,23/9/22,Sunny,Fresh,1
Ficus,2,3.2,2,Anggun,23/9/22,Sunny,Fresh,1
Ketapung,0,3.2,2,Anggun,23/9/22,Sunny,Fresh,1
Miracle,17,3.2,2,Anggun,23/9/22,Sunny,Fresh,1
Mulberry,1,3.2,2,Anggun,23/9/22,Sunny,Fresh,1
Raintree,0,3.2,2,Anggun,23/9/22,Sunny,Fresh,1
Saga,0,3.2,2,Anggun,23/9/22,Sunny,Fresh,1
NV,1,3.2,2,Anggun,23/9/22,Sunny,Fresh,1
Angsana,0,3.2,3,Jeff,23/9/22,Sunny,Fresh,1
Asam.Jawa,0,3.2,3,Jeff,23/9/22,Sunny,Fresh,1
Eugenia,0,3.2,3,Jeff,23/9/22,Sunny,Fresh,1
Ficus,0,3.2,3,Jeff,23/9/22,Sunny,Fresh,1
Ketapung,7,3.2,3,Jeff,23/9/22,Sunny,Fresh,1
Miracle,0,3.2,3,Jeff,23/9/22,Sunny,Fresh,1
Mulberry,0,3.2,3,Jeff,23/9/22,Sunny,Fresh,1
Raintree,0,3.2,3,Jeff,23/9/22,Sunny,Fresh,1
Saga,0,3.2,3,Jeff,23/9/22,Sunny,Fresh,1
NV,0,3.2,3,Jeff,23/9/22,Sunny,Fresh,1
Ficus,0,3.3,1,Wendy,30/9/22,Cloudy,Fresh,2
Hibiscus,0,3.3,1,Wendy,30/9/22,Cloudy,Fresh,2
Ketapung,5,3.3,1,Wendy,30/9/22,Cloudy,Fresh,2
Malayan.Cherry,1,3.3,1,Wendy,30/9/22,Cloudy,Fresh,2
Mango,2,3.3,1,Wendy,30/9/22,Cloudy,Fresh,2
Miracle,37,3.3,1,Wendy,30/9/22,Cloudy,Fresh,2
Raintree,0,3.3,1,Wendy,30/9/22,Cloudy,Fresh,2
Saga,3,3.3,1,Wendy,30/9/22,Cloudy,Fresh,2
NV,0,3.3,1,Wendy,30/9/22,Cloudy,Fresh,2
Ficus,0,3.3,2,Anggun,30/9/22,Cloudy,Fresh,2
Hibiscus,0,3.3,2,Anggun,30/9/22,Cloudy,Fresh,2
Ketapung,8,3.3,2,Anggun,30/9/22,Cloudy,Fresh,2
Malayan.Cherry,0,3.3,2,Anggun,30/9/22,Cloudy,Fresh,2
Mango,6,3.3,2,Anggun,30/9/22,Cloudy,Fresh,2
Miracle,5,3.3,2,Anggun,30/9/22,Cloudy,Fresh,2
Raintree,0,3.3,2,Anggun,30/9/22,Cloudy,Fresh,2
Saga,0,3.3,2,Anggun,30/9/22,Cloudy,Fresh,2
NV,2,3.3,2,Anggun,30/9/22,Cloudy,Fresh,2
Ficus,0,3.3,3,Jeff,30/9/22,Cloudy,Fresh,2
Hibiscus,0,3.3,3,Jeff,30/9/22,Cloudy,Fresh,2
Ketapung,8,3.3,3,Jeff,30/9/22,Cloudy,Fresh,2
Malayan.Cherry,0,3.3,3,Jeff,30/9/22,Cloudy,Fresh,2
Mango,14,3.3,3,Jeff,30/9/22,Cloudy,Fresh,2
Miracle,7,3.3,3,Jeff,30/9/22,Cloudy,Fresh,2
Raintree,0,3.3,3,Jeff,30/9/22,Cloudy,Fresh,2
Saga,0,3.3,3,Jeff,30/9/22,Cloudy,Fresh,2
NV,0,3.3,3,Jeff,30/9/22,Cloudy,Fresh,2
Belimbing,0,3.4,1,Malaka,10/4/22,Cloudy,Fresh,1
Eugenia,6,3.4,1,Malaka,10/4/22,Cloudy,Fresh,1
Ficus,0,3.4,1,Malaka,10/4/22,Cloudy,Fresh,1
Ketapung,15,3.4,1,Malaka,10/4/22,Cloudy,Fresh,1
Miracle,13,3.4,1,Malaka,10/4/22,Cloudy,Fresh,1
Mulberry,8,3.4,1,Malaka,10/4/22,Cloudy,Fresh,1
Raintree,2,3.4,1,Malaka,10/4/22,Cloudy,Fresh,1
Saga,0,3.4,1,Malaka,10/4/22,Cloudy,Fresh,1
Starfruit,5,3.4,1,Malaka,10/4/22,Cloudy,Fresh,1
NV,0,3.4,1,Malaka,10/4/22,Cloudy,Fresh,1
Belimbing,0,3.4,2,Jeff,10/4/22,Cloudy,Fresh,1
Eugenia,13,3.4,2,Jeff,10/4/22,Cloudy,Fresh,1
Ficus,0,3.4,2,Jeff,10/4/22,Cloudy,Fresh,1
Ketapung,0,3.4,2,Jeff,10/4/22,Cloudy,Fresh,1
Miracle,0,3.4,2,Jeff,10/4/22,Cloudy,Fresh,1
Mulberry,0,3.4,2,Jeff,10/4/22,Cloudy,Fresh,1
Raintree,0,3.4,2,Jeff,10/4/22,Cloudy,Fresh,1
Saga,0,3.4,2,Jeff,10/4/22,Cloudy,Fresh,1
Starfruit,13,3.4,2,Jeff,10/4/22,Cloudy,Fresh,1
NV,3,3.4,2,Jeff,10/4/22,Cloudy,Fresh,1
Belimbing,0,3.4,3,Wendy,10/4/22,Cloudy,Fresh,1
Eugenia,0,3.4,3,Wendy,10/4/22,Cloudy,Fresh,1
Ficus,0,3.4,3,Wendy,10/4/22,Cloudy,Fresh,1
Ketapung,14,3.4,3,Wendy,10/4/22,Cloudy,Fresh,1
Miracle,0,3.4,3,Wendy,10/4/22,Cloudy,Fresh,1
Mulberry,0,3.4,3,Wendy,10/4/22,Cloudy,Fresh,1
Raintree,0,3.4,3,Wendy,10/4/22,Cloudy,Fresh,1
Saga,0,3.4,3,Wendy,10/4/22,Cloudy,Fresh,1
Starfruit,4,3.4,3,Wendy,10/4/22,Cloudy,Fresh,1
NV,0,3.4,3,Wendy,10/4/22,Cloudy,Fresh,1
Angsana,0,3.5,1,Anggun,10/5/22,Raining,Fresh,3
Asam.Jawa,1,3.5,1,Anggun,10/5/22,Raining,Fresh,3
Eugenia,3,3.5,1,Anggun,10/5/22,Raining,Fresh,3
Ficus,0,3.5,1,Anggun,10/5/22,Raining,Fresh,3
Ketapung,0,3.5,1,Anggun,10/5/22,Raining,Fresh,3
Malayan.Cherry,0,3.5,1,Anggun,10/5/22,Raining,Fresh,3
Miracle,6,3.5,1,Anggun,10/5/22,Raining,Fresh,3
Mulberry,0,3.5,1,Anggun,10/5/22,Raining,Fresh,3
Saga,1,3.5,1,Anggun,10/5/22,Raining,Fresh,3
Tapioca,0,3.5,1,Anggun,10/5/22,Raining,Fresh,3
NV,2,3.5,1,Anggun,10/5/22,Raining,Fresh,3
Angsana,0,3.5,2,Kejora,10/5/22,Raining,Fresh,3
Asam.Jawa,0,3.5,2,Kejora,10/5/22,Raining,Fresh,3
Eugenia,14,3.5,2,Kejora,10/5/22,Raining,Fresh,3
Ficus,0,3.5,2,Kejora,10/5/22,Raining,Fresh,3
Ketapung,3,3.5,2,Kejora,10/5/22,Raining,Fresh,3
Malayan.Cherry,0,3.5,2,Kejora,10/5/22,Raining,Fresh,3
Miracle,0,3.5,2,Kejora,10/5/22,Raining,Fresh,3
Mulberry,6,3.5,2,Kejora,10/5/22,Raining,Fresh,3
Saga,0,3.5,2,Kejora,10/5/22,Raining,Fresh,3
Tapioca,0,3.5,2,Kejora,10/5/22,Raining,Fresh,3
NV,1,3.5,2,Kejora,10/5/22,Raining,Fresh,3
Angsana,0,3.5,3,Sakti,10/5/22,Raining,Fresh,3
Asam.Jawa,0,3.5,3,Sakti,10/5/22,Raining,Fresh,3
Eugenia,5,3.5,3,Sakti,10/5/22,Raining,Fresh,3
Ficus,0,3.5,3,Sakti,10/5/22,Raining,Fresh,3
Ketapung,20,3.5,3,Sakti,10/5/22,Raining,Fresh,3
Malayan.Cherry,0,3.5,3,Sakti,10/5/22,Raining,Fresh,3
Miracle,1,3.5,3,Sakti,10/5/22,Raining,Fresh,3
Mulberry,0,3.5,3,Sakti,10/5/22,Raining,Fresh,3
Saga,0,3.5,3,Sakti,10/5/22,Raining,Fresh,3
Tapioca,4,3.5,3,Sakti,10/5/22,Raining,Fresh,3
NV,0,3.5,3,Sakti,10/5/22,Raining,Fresh,3
Belimbing,0,3.6,1,Sakti,11/1/22,Cloudy,Fresh,2
Ficus,0,3.6,1,Sakti,11/1/22,Cloudy,Fresh,2
Ketapung,7,3.6,1,Sakti,11/1/22,Cloudy,Fresh,2
Mango,0,3.6,1,Sakti,11/1/22,Cloudy,Fresh,2
Miracle,3,3.6,1,Sakti,11/1/22,Cloudy,Fresh,2
Mulberry,0,3.6,1,Sakti,11/1/22,Cloudy,Fresh,2
Saga,0,3.6,1,Sakti,11/1/22,Cloudy,Fresh,2
Starfruit,9,3.6,1,Sakti,11/1/22,Cloudy,Fresh,2
Chiku,0,3.6,1,Sakti,11/1/22,Cloudy,Fresh,2
NV,0,3.6,1,Sakti,11/1/22,Cloudy,Fresh,2
Belimbing,0,3.6,2,Sayang,11/1/22,Cloudy,Fresh,2
Ficus,0,3.6,2,Sayang,11/1/22,Cloudy,Fresh,2
Ketapung,12,3.6,2,Sayang,11/1/22,Cloudy,Fresh,2
Mango,0,3.6,2,Sayang,11/1/22,Cloudy,Fresh,2
Miracle,0,3.6,2,Sayang,11/1/22,Cloudy,Fresh,2
Mulberry,0,3.6,2,Sayang,11/1/22,Cloudy,Fresh,2
